order_id,payment_method,amount,payment_status
1689,UPI,23093,Paid
1690,Cash on Delivery,16494,Paid
1691,Credit Card,6027.3,Paid
1692,Cash on Delivery,7646.6,Refunded
1693,Credit Card,4225.5,Refunded
1694,Net Banking,0,Failed
1695,UPI,7647.45,Refunded
1696,Credit Card,19701.0,Paid
1697,Credit Card,3897,Paid
1698,Credit Card,7390.75,Paid
1699,Debit Card,743.05,Paid
1700,Cash on Delivery,3179.65,Refunded
1701,UPI,10996,Paid
1702,Credit Card,7297,Paid
1703,Net Banking,1598,Paid
1704,Credit Card,3822.45,Refunded
1705,Cash on Delivery,5394,Paid
1706,Cash on Delivery,1618.2,Refunded
1707,Debit Card,0,Failed
1708,Net Banking,3148.2,Paid
1709,Credit Card,8996.4,Paid
1710,UPI,13958.35,Paid
1711,Debit Card,11143,Refunded
1712,UPI,9897.3,Paid
1713,Cash on Delivery,13679.05,Paid
1714,Credit Card,1698,Paid
1715,Credit Card,15473.7,Refunded
1716,Credit Card,2847,Paid
1717,Debit Card,13507.35,Paid
1718,Net Banking,0,Failed
1719,Debit Card,7595.25,Refunded
1720,Cash on Delivery,4316.4,Paid
1721,Credit Card,17394,Paid
1722,Credit Card,19890,Paid
1723,Credit Card,18084.6,Paid
1724,Credit Card,0,Failed
1725,Credit Card,12343.35,Refunded
1726,Cash on Delivery,24390,Paid
1727,Net Banking,6159.95,Paid
1728,UPI,7197,Paid
1729,UPI,19389,Paid
1730,Net Banking,8072.15,Refunded
1731,Net Banking,6894,Paid
1732,Cash on Delivery,15541,Paid
1733,Credit Card,17989,Refunded
1734,Debit Card,19093,Refunded
1735,Net Banking,1577,Paid
1736,Cash on Delivery,753.1,Paid
1737,UPI,5848.2,Paid
1738,Net Banking,2946,Refunded
1739,Debit Card,7285.5,Refunded
1740,UPI,23994,Refunded
1741,Credit Card,14091,Paid
1742,Net Banking,6447,Paid
1743,Debit Card,3897,Paid
1744,Cash on Delivery,7795,Paid
1745,UPI,0,Failed
1746,Debit Card,17377.4,Paid
1747,Debit Card,1428.1,Paid
1748,Cash on Delivery,7293,Refunded
1749,UPI,0,Failed
1750,Credit Card,17192,Paid
1751,Credit Card,14751.9,Paid
1752,UPI,11247.3,Paid
1753,Debit Card,0,Failed
1754,Credit Card,27633.6,Refunded
1755,UPI,1028.05,Paid
1756,UPI,8395,Paid
1757,Net Banking,5264.9,Paid
1758,UPI,17492,Paid
1759,Debit Card,9716.4,Refunded
1760,Credit Card,16521.45,Paid
1761,UPI,9498.1,Paid
1762,Cash on Delivery,2278.1,Paid
1763,Credit Card,0,Failed
1764,UPI,2547.45,Paid
1765,Credit Card,3605.25,Paid
1766,Cash on Delivery,5696.2,Paid
1767,Debit Card,4329.9,Paid
1768,Cash on Delivery,20988.35,Paid
1769,Debit Card,8196,Refunded
1770,Credit Card,15493,Paid
1771,Debit Card,14992,Paid
1772,Cash on Delivery,1477,Paid
1773,Net Banking,11513.7,Refunded
1774,Credit Card,0,Failed
1775,Debit Card,7895,Paid
1776,Cash on Delivery,0,Failed
1777,Net Banking,0,Failed
1778,Credit Card,6697,Paid
1779,Credit Card,2656.2,Paid
1780,Credit Card,10961.6,Paid
1781,Debit Card,6296,Paid
1782,UPI,1518.1,Refunded
1783,Credit Card,14529.3,Paid
1784,UPI,7896,Paid
1785,Credit Card,4998,Paid
1786,Debit Card,8637.3,Paid
1787,UPI,11582.4,Paid
1788,Cash on Delivery,12866.8,Paid
1789,Credit Card,7507.8,Paid
1790,UPI,4298,Paid
1791,Net Banking,9894,Paid
1792,Cash on Delivery,3992.45,Refunded
1793,Net Banking,2742.3,Paid
1794,Credit Card,0,Failed
1795,UPI,9893.7,Paid
1796,Cash on Delivery,0,Failed
1797,Net Banking,1698,Paid
1798,Net Banking,15924.6,Paid
1799,Cash on Delivery,3417.15,Paid
1800,Debit Card,15994,Paid
1801,Credit Card,7016.4,Paid
1802,Cash on Delivery,0,Failed
1803,UPI,0,Failed
1804,Credit Card,3348,Paid
1805,Net Banking,4497,Paid
1806,Cash on Delivery,9004.05,Paid
1807,Cash on Delivery,6998,Paid
1808,Net Banking,12198.0,Refunded
1809,Credit Card,0,Failed
1810,Credit Card,13764.9,Paid
1811,Net Banking,4248.3,Paid
1812,UPI,0,Failed
1813,Credit Card,9731.8,Paid
1814,Credit Card,17093.35,Paid
1815,Net Banking,4497,Refunded
1816,Cash on Delivery,0,Failed
1817,Credit Card,25439,Paid
1818,Cash on Delivery,1577,Refunded
1819,Debit Card,1698.3,Paid
1820,Credit Card,4885.8,Paid
1821,UPI,0,Failed
1822,Net Banking,5398.2,Refunded
1823,Debit Card,23991,Refunded
1824,Cash on Delivery,11106.9,Paid
1825,Net Banking,0,Failed
1826,Cash on Delivery,17249.05,Paid
1827,Net Banking,3945,Paid
1828,Credit Card,0,Failed
1829,Cash on Delivery,0,Failed
1830,Cash on Delivery,9092,Refunded
1831,Cash on Delivery,9258.2,Paid
1832,UPI,1407.1,Paid
1833,UPI,14485.5,Refunded
1834,Debit Card,0,Failed
1835,Credit Card,6879.9,Paid
1836,Debit Card,6876.9,Paid
1837,UPI,9996,Paid
1838,Cash on Delivery,15193,Paid
1839,UPI,19292,Paid
1840,Net Banking,1999,Refunded
1841,Net Banking,6243,Paid
1842,Debit Card,12440.25,Paid
1843,UPI,3598,Paid
1844,Debit Card,10614.6,Paid
1845,Cash on Delivery,3496,Paid
1846,UPI,10395,Paid
1847,UPI,11996,Paid
1848,Cash on Delivery,4747.15,Refunded
1849,Cash on Delivery,0,Failed
1850,Debit Card,5862.45,Paid
1851,Cash on Delivery,6998,Paid
1852,Debit Card,1337.2,Paid
1853,Debit Card,7646.6,Paid
1854,UPI,0,Failed
1855,Cash on Delivery,0,Failed
1856,UPI,3371.4,Paid
1857,Cash on Delivery,1428.1,Paid
1858,Net Banking,0,Failed
1859,Cash on Delivery,1400.8,Paid
1860,Net Banking,14662.8,Refunded
1861,Net Banking,1599,Paid
1862,UPI,23388,Paid
1863,Credit Card,0,Failed
1864,Cash on Delivery,0,Failed
1865,Debit Card,19032.35,Refunded
1866,Credit Card,1078,Refunded
1867,Cash on Delivery,5098.3,Paid
1868,Cash on Delivery,3039.05,Paid
1869,Net Banking,708.1,Paid
1870,UPI,0,Failed
1871,Cash on Delivery,7497,Paid
1872,Cash on Delivery,5097.45,Paid
1873,Cash on Delivery,2998,Paid
1874,Cash on Delivery,11394.3,Paid
1875,Net Banking,2799,Refunded
1876,Credit Card,1699.15,Paid
1877,UPI,6879.9,Paid
1878,UPI,0,Failed
1879,Net Banking,9770.75,Paid
1880,Cash on Delivery,9402.15,Paid
1881,Debit Card,5496,Paid
1882,Credit Card,14933.7,Paid
1883,UPI,8028.25,Paid
1884,Net Banking,26541.9,Paid
1885,UPI,5698.1,Paid
1886,Debit Card,3507.3,Paid
1887,Cash on Delivery,5796,Refunded
1888,Net Banking,708.1,Paid
1889,Debit Card,0,Failed
1890,Net Banking,0,Failed
1891,Cash on Delivery,20750.85,Paid
1892,Net Banking,12492,Paid
1893,UPI,2037.45,Paid
1894,Cash on Delivery,6598,Paid
1895,Cash on Delivery,3890.25,Paid
1896,Cash on Delivery,13792,Paid
1897,UPI,0,Failed
1898,Net Banking,17094.3,Paid
1899,Cash on Delivery,1799.1,Paid
1900,UPI,0,Failed
1901,Cash on Delivery,0,Failed
1902,Debit Card,5935.5,Refunded
1903,UPI,9090.75,Paid
1904,Net Banking,0,Failed
1905,Credit Card,9972.15,Paid
1906,Net Banking,10825.25,Paid
1907,Debit Card,978,Paid
1908,Net Banking,4048,Paid
1909,Credit Card,14792,Paid
1910,UPI,4755.75,Refunded
1911,Debit Card,4083.1,Paid
1912,Debit Card,2999,Paid
1913,Net Banking,5396.4,Paid
1914,Debit Card,16524.3,Paid
1915,Cash on Delivery,9117.15,Paid
1916,UPI,3896,Paid
1917,Net Banking,8498.3,Paid
1918,Net Banking,0,Failed
1919,Net Banking,0,Failed
1920,Debit Card,0,Failed
1921,Credit Card,18734.85,Paid
1922,Cash on Delivery,8165.25,Paid
1923,Debit Card,0,Failed
1924,Credit Card,4999,Refunded
1925,Credit Card,2998,Paid
1926,Credit Card,1887.3,Paid
1927,UPI,11806.5,Paid
1928,Cash on Delivery,978.1,Paid
1929,Cash on Delivery,9940.75,Paid
1930,Debit Card,2549.15,Refunded
1931,Cash on Delivery,0,Failed
1932,Net Banking,3897,Paid
1933,Credit Card,10109.05,Paid
1934,Debit Card,4697,Paid
1935,Cash on Delivery,5758.2,Paid
1936,UPI,0,Failed
1937,UPI,7647.45,Refunded
1938,Credit Card,8645,Paid
1939,Net Banking,0,Failed
1940,UPI,11871.2,Paid
1941,Net Banking,0,Failed
1942,UPI,9993,Refunded
1943,UPI,1337.2,Paid
1944,Credit Card,5698,Paid
1945,UPI,16806.45,Refunded
1946,Debit Card,6195,Paid
1947,UPI,3908.3,Paid
1948,Debit Card,3397,Paid
1949,Net Banking,13396,Paid
1950,Net Banking,6625.75,Paid
1951,Cash on Delivery,0,Failed
1952,Debit Card,758.15,Paid
1953,UPI,4557.15,Paid
1954,Debit Card,6567.3,Paid
1955,Debit Card,14244.3,Paid
1956,Net Banking,15093,Refunded
1957,Debit Card,15379.05,Refunded
1958,Debit Card,5496,Paid
1959,UPI,4999,Paid
1960,Net Banking,0,Failed
1961,Cash on Delivery,11469.9,Paid
1962,Net Banking,1899.05,Paid
1963,Credit Card,8902.8,Refunded
1964,Cash on Delivery,0,Failed
1965,Credit Card,0,Failed
1966,Cash on Delivery,843.15,Paid
1967,UPI,15474.6,Paid
1968,Credit Card,0,Failed
1969,Debit Card,18947.35,Paid
1970,Debit Card,0,Failed
1971,Net Banking,13895,Paid
1972,UPI,15285.5,Paid
1973,Debit Card,11965.5,Paid
1974,Debit Card,17891,Paid
1975,Cash on Delivery,2547,Refunded
1976,Debit Card,1078,Paid
1977,UPI,0,Failed
1978,Credit Card,16090,Paid
1979,UPI,2374.05,Paid
1980,Credit Card,9442.8,Paid
1981,UPI,6076.2,Paid
1982,Cash on Delivery,0,Failed
1983,Net Banking,5698.1,Paid
1984,UPI,15994,Paid
1985,UPI,7191,Paid
1986,UPI,0,Failed
1987,Cash on Delivery,24022.8,Paid
1988,Net Banking,0,Failed
1989,Credit Card,22491.0,Paid
1990,Cash on Delivery,0,Failed
1991,Debit Card,5598,Paid
1992,Debit Card,0,Failed
1993,Cash on Delivery,10614.6,Paid
1994,Credit Card,18093,Paid
1995,Credit Card,19094,Paid
1996,Net Banking,4748.1,Paid
1997,Debit Card,28063.95,Paid
1998,Cash on Delivery,0,Failed
1999,Cash on Delivery,13595.75,Paid
2000,Net Banking,9083.7,Refunded
2001,Credit Card,18864.05,Paid
2002,UPI,3945,Paid
2003,Debit Card,6742.8,Paid
2004,Net Banking,6294,Paid
2005,UPI,0,Failed
2006,Debit Card,17663.35,Paid
2007,UPI,0,Failed
2008,UPI,4249.15,Paid
2009,Debit Card,4999,Paid
2010,Debit Card,6295,Paid
2011,UPI,4749.05,Paid
2012,Debit Card,15478.35,Refunded
2013,Net Banking,6146,Paid
2014,Cash on Delivery,743.05,Paid
2015,UPI,1315.8,Paid
2016,Net Banking,4318.2,Paid
2017,Debit Card,11216.6,Paid
2018,Credit Card,9445,Paid
2019,Debit Card,10431.9,Refunded
2020,Debit Card,13508.2,Paid
2021,Debit Card,10095,Paid
2022,Debit Card,12894,Paid
2023,Credit Card,15192.4,Paid
2024,Debit Card,12993,Paid
2025,Net Banking,13508.2,Paid
2026,Cash on Delivery,0,Failed
2027,Credit Card,5349.05,Paid
2028,Credit Card,28791.0,Refunded
2029,Credit Card,6566.4,Paid
2030,Debit Card,3897,Paid
2031,Credit Card,12819.3,Paid
2032,Cash on Delivery,2037.45,Paid
2033,Debit Card,21749.3,Paid
2034,UPI,14996,Paid
2035,Debit Card,1078,Paid
2036,Cash on Delivery,11597,Paid
2037,Debit Card,14077.8,Paid
2038,Net Banking,1798,Paid
2039,Debit Card,6496,Refunded
2040,UPI,2068.2,Paid
2041,Credit Card,1598,Paid
2042,Cash on Delivery,12865.5,Paid
2043,Net Banking,23792,Paid
2044,Credit Card,0,Failed
2045,Net Banking,4746.2,Paid
2046,Debit Card,7815.75,Paid
2047,Net Banking,7049.05,Paid
2048,Credit Card,5697.15,Refunded
2049,Cash on Delivery,17503.2,Paid
2050,UPI,8542.8,Paid
2051,UPI,0,Failed
2052,UPI,10958.2,Paid
2053,Cash on Delivery,1352.3,Refunded
2054,Cash on Delivery,19432.8,Paid
2055,Net Banking,15288.35,Paid
2056,Credit Card,17078.2,Paid
2057,Net Banking,11255.7,Paid
2058,Cash on Delivery,5998,Paid
2059,Credit Card,15972.35,Paid
2060,UPI,10072.8,Paid
2061,UPI,2549.15,Paid
2062,Net Banking,2997,Paid
2063,Cash on Delivery,14894,Refunded
2064,Credit Card,22771.5,Paid
2065,Net Banking,9429.05,Paid
2066,Net Banking,1443.3,Paid
2067,Credit Card,0,Failed
2068,UPI,8157.45,Refunded
2069,UPI,14989,Paid
2070,Net Banking,0,Failed
2071,Credit Card,3997,Paid
2072,Credit Card,2879.1,Paid
2073,UPI,0,Failed
2074,Net Banking,16194,Refunded
2075,Credit Card,0,Failed
2076,Credit Card,673.15,Paid
2077,Debit Card,28691,Paid
2078,UPI,9444.6,Refunded
2079,Cash on Delivery,15474.6,Refunded
2080,Cash on Delivery,4698,Paid
2081,Net Banking,2697.3,Paid
2082,Debit Card,11425.5,Paid
2083,Cash on Delivery,7984.05,Paid
2084,Credit Card,9291,Refunded
2085,Cash on Delivery,16285.85,Paid
2086,Cash on Delivery,8072.45,Refunded
2087,Net Banking,0,Failed
2088,Credit Card,11469.9,Paid
2089,Cash on Delivery,8815.5,Paid
2090,Credit Card,3097,Paid
2091,Credit Card,0,Failed
2092,Net Banking,12772.8,Paid
2093,Debit Card,15093,Paid
2094,Net Banking,0,Failed
2095,Credit Card,5267.45,Paid
2096,Cash on Delivery,5396.4,Paid
2097,UPI,0,Failed
2098,Net Banking,8637.3,Paid
2099,Credit Card,12193,Paid
2100,Credit Card,11019.6,Paid
2101,Cash on Delivery,1998,Paid
2102,Credit Card,9938.7,Paid
2103,Cash on Delivery,4651.2,Paid
2104,Net Banking,8157.45,Paid
2105,UPI,1708.1,Paid
2106,Net Banking,1477,Paid
2107,Cash on Delivery,0,Failed
2108,UPI,2548.3,Paid
2109,Net Banking,14193,Paid
2110,Cash on Delivery,6998,Paid
2111,Credit Card,3480.75,Paid
2112,Credit Card,4997,Refunded
2113,Debit Card,8905.5,Paid
2114,Credit Card,12861.9,Paid
2115,UPI,5034.6,Paid
2116,UPI,12234.9,Paid
2117,Net Banking,5046,Paid
2118,Credit Card,0,Failed
2119,Net Banking,0,Failed
2120,Credit Card,6624.05,Paid
2121,Cash on Delivery,3198,Paid
2122,Credit Card,0,Failed
2123,Debit Card,8494.9,Paid
2124,Credit Card,0,Failed
2125,Cash on Delivery,1578,Paid
2126,UPI,5179.9,Refunded
2127,UPI,5998,Refunded
2128,Debit Card,10705.75,Refunded
2129,Debit Card,6609.6,Paid
2130,Cash on Delivery,13085.75,Paid
2131,Cash on Delivery,8246,Paid
2132,Credit Card,10164.6,Paid
2133,Net Banking,11869.3,Refunded
2134,Cash on Delivery,838.05,Paid
2135,Cash on Delivery,11205.25,Paid
2136,UPI,4998,Paid
2137,Cash on Delivery,4047.3,Paid
2138,Cash on Delivery,14483.7,Paid
2139,Debit Card,20892,Paid
2140,Cash on Delivery,1909.95,Refunded
2141,Debit Card,10493,Paid
2142,Net Banking,13893,Refunded
2143,Cash on Delivery,0,Failed
2144,Credit Card,5696,Paid
2145,Net Banking,4397,Paid
2146,Cash on Delivery,0,Failed
2147,Cash on Delivery,14345,Refunded
2148,Debit Card,16142,Paid
2149,Debit Card,0,Failed
2150,Cash on Delivery,16144.9,Paid
2151,Debit Card,1799.1,Paid
2152,Net Banking,11794,Paid
2153,Credit Card,14893,Paid
2154,UPI,2324.65,Paid
2155,Net Banking,11424.6,Refunded
2156,Net Banking,8095,Paid
2157,Net Banking,10107.35,Refunded
2158,Cash on Delivery,0,Failed
2159,Debit Card,4669.05,Paid
2160,Credit Card,7596,Paid
2161,Cash on Delivery,2999,Paid
2162,Debit Card,2208.3,Refunded
2163,Net Banking,2249.1,Paid
2164,Net Banking,12864.6,Paid
2165,Net Banking,13510.75,Paid
2166,Net Banking,8997,Paid
2167,Cash on Delivery,11894.05,Refunded
2168,Credit Card,12097.8,Refunded
2169,Net Banking,19792,Paid
2170,Debit Card,1518.1,Paid
2171,Net Banking,8449.3,Paid
2172,Net Banking,13932.35,Paid
2173,Net Banking,1428.1,Refunded
2174,Cash on Delivery,2547.45,Paid
2175,UPI,7960.5,Paid
2176,Credit Card,4998,Paid
2177,Credit Card,0,Failed
2178,Debit Card,6696,Paid
2179,Net Banking,1443.3,Paid
2180,Cash on Delivery,4586.4,Paid
2181,Net Banking,3039.05,Paid
2182,Credit Card,0,Failed
2183,UPI,8097.3,Paid
2184,Cash on Delivery,1028.05,Paid
2185,Credit Card,3039.05,Paid
2186,Debit Card,14591,Refunded
2187,Cash on Delivery,15894,Paid
2188,Credit Card,4695,Paid
2189,Debit Card,7285.5,Refunded
2190,Credit Card,5947.45,Paid
2191,Cash on Delivery,753.1,Paid
2192,Credit Card,16641.0,Paid
2193,Cash on Delivery,4840.75,Paid
2194,Debit Card,9447.3,Paid
2195,UPI,19085.5,Refunded
2196,UPI,7261.55,Paid
2197,Debit Card,4497,Paid
2198,Cash on Delivery,0,Failed
2199,Net Banking,2473.2,Paid
2200,UPI,4249.15,Paid
2201,Cash on Delivery,0,Failed
2202,Cash on Delivery,3417.3,Paid
2203,Credit Card,0,Failed
2204,Cash on Delivery,3415.25,Paid
2205,Net Banking,9599.05,Refunded
2206,Net Banking,11395,Paid
2207,Debit Card,8196,Paid
2208,Cash on Delivery,1352.3,Paid
2209,UPI,16692,Refunded
2210,Cash on Delivery,15383.7,Paid
2211,Net Banking,9447.3,Paid
2212,Debit Card,3906.6,Paid
2213,Debit Card,1798.2,Paid
2214,Cash on Delivery,4047.3,Paid
2215,Net Banking,0,Failed
2216,Debit Card,8997,Refunded
2217,Net Banking,2697,Paid
2218,Debit Card,3995,Paid
2219,Debit Card,20511.9,Paid
2220,Net Banking,22342,Paid
2221,Net Banking,1898.1,Paid
2222,Cash on Delivery,0,Failed
2223,UPI,6932.15,Paid
2224,Net Banking,2427.3,Refunded
2225,Debit Card,13992,Paid
2226,UPI,4329.9,Paid
2227,UPI,4295,Paid
2228,Debit Card,3702.15,Paid
2229,Credit Card,13864.3,Paid
2230,Net Banking,0,Failed
2231,Debit Card,15115.5,Paid
2232,UPI,9402.15,Paid
2233,Net Banking,13849.05,Paid
2234,Credit Card,0,Failed
2235,Debit Card,4047.3,Paid
2236,Net Banking,1782.45,Paid
2237,UPI,9971.2,Paid
2238,Cash on Delivery,7402.4,Paid
2239,Debit Card,11993,Refunded
2240,Cash on Delivery,8595,Paid
2241,Cash on Delivery,8589.6,Refunded
2242,Credit Card,6996,Paid
2243,Debit Card,19470.25,Paid
2244,Debit Card,16596,Paid
2245,Credit Card,21666.5,Paid
2246,Debit Card,3748,Paid
2247,Credit Card,0,Failed
2248,Debit Card,2499,Refunded
2249,Debit Card,0,Failed
2250,Debit Card,3226.2,Paid
2251,Net Banking,0,Failed
2252,Net Banking,1998,Refunded
2253,Credit Card,4839.3,Paid
2254,Net Banking,8397,Paid
2255,Credit Card,1337.2,Paid
2256,Cash on Delivery,6114.6,Paid
2257,Cash on Delivery,15394,Paid
2258,Credit Card,4095,Paid
2259,Net Banking,9804.6,Paid
2260,Net Banking,0,Failed
2261,Cash on Delivery,3597.3,Paid
2262,UPI,0,Failed
2263,Net Banking,8997,Paid
2264,Credit Card,4317.3,Paid
2265,UPI,0,Failed
2266,Cash on Delivery,25393,Paid
2267,Credit Card,12415.5,Refunded
2268,Debit Card,5608.3,Paid
2269,Net Banking,7135.75,Paid
2270,Credit Card,2037.45,Refunded
2271,Credit Card,2598,Paid
2272,UPI,5094,Paid
2273,Debit Card,4195,Paid
2274,UPI,0,Failed
2275,Credit Card,13543,Paid
2276,UPI,8997,Paid
2277,Debit Card,18802.4,Paid
2278,UPI,10534.9,Paid
2279,Credit Card,0,Failed
2280,Cash on Delivery,0,Failed
2281,Debit Card,8097.3,Paid
2282,Net Banking,843.1,Refunded
2283,Net Banking,13195,Paid
2284,Credit Card,1998,Paid
2285,UPI,7497,Paid
2286,Debit Card,22269.9,Paid
2287,Net Banking,19791,Refunded
2288,Cash on Delivery,0,Failed
2289,Credit Card,9174.6,Paid
2290,Net Banking,8007.3,Paid
2291,Net Banking,1477,Paid
2292,Credit Card,10432.8,Paid
2293,Net Banking,1799.1,Paid
2294,Credit Card,843.15,Paid
2295,Credit Card,2598,Paid
2296,Debit Card,3737.45,Paid
2297,UPI,5046,Paid
2298,UPI,0,Failed
2299,Cash on Delivery,13340.75,Paid
2300,UPI,14592,Paid
2301,Debit Card,1359.15,Paid
2302,Cash on Delivery,1698,Paid
2303,Credit Card,12490,Paid
2304,Cash on Delivery,0,Failed
2305,Debit Card,13132.8,Paid
2306,Debit Card,0,Failed
2307,Net Banking,6193,Paid
2308,Net Banking,14992,Paid
2309,Debit Card,6834.6,Paid
2310,Cash on Delivery,17793,Paid
2311,Net Banking,7311.2,Paid
2312,Cash on Delivery,13296.2,Paid
2313,Credit Card,7025.25,Paid
2314,Net Banking,14794,Paid
2315,Credit Card,4698,Paid
2316,Credit Card,12319.9,Paid
2317,Net Banking,8097.3,Paid
2318,Debit Card,11394,Paid
2319,Cash on Delivery,4497,Paid
2320,Cash on Delivery,10995,Paid
2321,UPI,0,Failed
2322,UPI,5395.5,Paid
2323,Debit Card,12747.45,Refunded
2324,Debit Card,7403.35,Paid
2325,Credit Card,12992,Refunded
2326,Credit Card,17091.45,Paid
2327,Net Banking,0,Failed
2328,Net Banking,1428.1,Paid
2329,Net Banking,0,Failed
2330,UPI,2999,Paid
2331,Credit Card,9695,Refunded
2332,Debit Card,11895.75,Paid
2333,UPI,13793,Paid
2334,Credit Card,5094,Paid
2335,Credit Card,6843,Paid
2336,Credit Card,2292.45,Paid
2337,Credit Card,2379.15,Paid
2338,Net Banking,5998,Paid
2339,Debit Card,6497,Paid
2340,Net Banking,15377.35,Paid
2341,UPI,4175.25,Paid
2342,Cash on Delivery,12233.7,Paid
2343,Net Banking,798.1,Refunded
2344,UPI,20193,Paid
2345,Cash on Delivery,16195.5,Paid
2346,Cash on Delivery,2878.2,Refunded
2347,Cash on Delivery,0,Failed
2348,UPI,0,Failed
2349,Net Banking,15793,Paid
2350,UPI,1548,Refunded
2351,Credit Card,11893,Paid
2352,Credit Card,30239,Paid
2353,Debit Card,4203.25,Refunded
2354,Debit Card,1378,Refunded
2355,UPI,0,Failed
2356,UPI,13889.0,Paid
2357,Cash on Delivery,6205.5,Paid
2358,Net Banking,5395,Paid
2359,UPI,0,Failed
2360,Cash on Delivery,16292,Paid
2361,Cash on Delivery,7647.45,Refunded
2362,Debit Card,878,Refunded
2363,Credit Card,0,Failed
2364,Debit Card,17378.35,Paid
2365,Cash on Delivery,11640.75,Paid
2366,UPI,27190,Paid
2367,Debit Card,4841.6,Paid
2368,UPI,6927.4,Paid
2369,Credit Card,0,Failed
2370,Net Banking,0,Failed
2371,Net Banking,0,Failed
2372,Debit Card,16693,Paid
2373,Net Banking,4047.3,Refunded
2374,Debit Card,8856.0,Refunded
2375,UPI,12594,Paid
2376,Credit Card,5097.45,Paid
2377,UPI,673.15,Paid
2378,UPI,17990,Paid
2379,Credit Card,3149.1,Refunded
2380,Debit Card,13494,Paid
2381,Credit Card,8835.75,Paid
2382,Net Banking,4317.3,Paid
2383,Net Banking,11595,Paid
2384,Cash on Delivery,0,Failed
2385,UPI,3598,Refunded
2386,Debit Card,10025.75,Paid
2387,Cash on Delivery,15427.8,Paid
2388,Cash on Delivery,10497,Paid
2389,Debit Card,10342,Paid
2390,UPI,0,Failed
2391,Cash on Delivery,8792,Refunded
2392,Debit Card,15191,Refunded
2393,Credit Card,3822.45,Paid
2394,UPI,0,Failed
2395,UPI,4295,Paid
2396,Net Banking,1427.2,Refunded
2397,Debit Card,0,Failed
2398,Credit Card,12196,Paid
2399,Net Banking,0,Failed
2400,Cash on Delivery,14529.9,Paid
2401,Debit Card,0,Failed
2402,Debit Card,7195.5,Paid
2403,UPI,0,Failed
2404,Debit Card,5690.75,Paid
2405,UPI,9635.85,Paid
2406,Net Banking,8212.75,Paid
2407,Credit Card,4298,Paid
2408,Debit Card,23622.35,Refunded
2409,Credit Card,7465.5,Paid
2410,UPI,14812.4,Paid
2411,Cash on Delivery,1337.2,Refunded
2412,Debit Card,10825.25,Paid
2413,Cash on Delivery,1337.2,Paid
2414,Credit Card,5902.4,Paid
2415,Debit Card,2337.3,Paid
2416,Credit Card,9341,Paid
2417,Cash on Delivery,0,Failed
2418,Debit Card,3198,Paid
2419,Credit Card,0,Failed
2420,Net Banking,6398,Paid
2421,Debit Card,4396,Paid
2422,Cash on Delivery,5597,Paid
2423,Debit Card,5098.3,Paid
2424,UPI,4795,Refunded
2425,Net Banking,6395,Paid
2426,Credit Card,20478.2,Paid
2427,Cash on Delivery,6993,Paid
2428,UPI,12368.7,Paid
2429,Credit Card,1598,Paid
2430,Net Banking,5318.1,Paid
2431,UPI,5435.75,Paid
2432,Net Banking,2997,Paid
2433,UPI,8544.3,Paid
2434,Cash on Delivery,7137.45,Paid
2435,Cash on Delivery,18269.05,Refunded
2436,UPI,4797,Paid
2437,Credit Card,19792,Paid
2438,UPI,23453.2,Paid
2439,Debit Card,2247,Paid
2440,Cash on Delivery,10497,Paid
2441,Credit Card,2519.1,Refunded
2442,Credit Card,8597,Paid
2443,Net Banking,8922.45,Refunded
2444,Credit Card,4497.3,Paid
2445,Cash on Delivery,3998,Paid
2446,UPI,9589.3,Paid
2447,Debit Card,6499.9,Refunded
2448,Credit Card,17504.05,Paid
2449,Net Banking,12993,Paid
2450,UPI,4397,Paid
2451,UPI,17294,Paid
2452,Credit Card,0,Failed
2453,UPI,0,Failed
2454,Cash on Delivery,888.1,Refunded
2455,Debit Card,0,Failed
2456,Net Banking,6998,Refunded
2457,UPI,0,Failed
2458,Debit Card,1613.1,Paid
2459,UPI,6926.4,Paid
2460,UPI,1798.2,Paid
2461,UPI,3955.5,Paid
2462,Net Banking,6996,Paid
2463,Net Banking,0,Failed
2464,UPI,23293,Paid
2465,UPI,12094,Paid
2466,Net Banking,2182.15,Paid
2467,Net Banking,14293,Paid
2468,Cash on Delivery,8996,Paid
2469,Credit Card,5098.3,Paid
2470,Cash on Delivery,8997,Paid
2471,Cash on Delivery,11496,Paid
2472,Cash on Delivery,17586.5,Paid
2473,Debit Card,14945,Paid
2474,UPI,1782.45,Paid
2475,Credit Card,3238.2,Paid
2476,Cash on Delivery,14304.6,Paid
2477,Cash on Delivery,7497,Paid
2478,UPI,8997,Refunded
2479,Net Banking,9092,Paid
2480,Debit Card,9684.3,Paid
2481,Cash on Delivery,1998,Refunded
2482,Cash on Delivery,4416.6,Paid
2483,UPI,6504.65,Paid
2484,Net Banking,0,Failed
2485,Net Banking,5353.3,Paid
2486,Debit Card,9895,Paid
2487,Cash on Delivery,2427.3,Paid
2488,Cash on Delivery,17091,Refunded
2489,Debit Card,6398,Paid
2490,Cash on Delivery,0,Failed
2491,Debit Card,15491,Paid
2492,Credit Card,5794,Paid
2493,Debit Card,3897,Paid
2494,UPI,0,Failed
2495,Net Banking,9161.8,Paid
2496,Cash on Delivery,0,Failed
2497,UPI,7432.4,Paid
2498,Debit Card,5997,Paid
2499,Net Banking,12147.3,Paid
